frame,motion_idx,motion_frame,server_motion_idx,server_frame_idx,sync_status,body_pos_max_diff,body_pos_mean_diff,dof_max_diff,dof_mean_diff
2066,13,68,13,38,SYNC,0.000000,0.000000,0.684044,0.210248
2067,13,68,13,38,SYNC,0.000000,0.000000,0.664033,0.211271
2068,13,69,13,38,SYNC,0.000000,0.000000,0.692814,0.209752
2069,13,69,13,38,SYNC,0.000000,0.000000,0.751781,0.206755
2070,13,70,13,38,SYNC,0.000000,0.000000,0.815124,0.200009
2071,13,71,13,38,SYNC,0.000000,0.000000,0.863875,0.192660
2072,13,71,13,38,SYNC,0.000000,0.000000,0.881313,0.187090
2073,13,72,13,38,SYNC,0.000000,0.000000,0.868477,0.179309
2074,13,72,13,38,SYNC,0.000000,0.000000,0.838034,0.172224
2075,13,73,13,38,SYNC,0.000000,0.000000,0.764980,0.163393
2076,13,74,13,38,SYNC,0.000000,0.000000,0.682066,0.154745
2077,99,20,99,20,SYNC,0.000000,0.000000,2.028552,0.485677
2078,99,21,99,21,SYNC,0.000000,0.000000,2.033919,0.470173
2079,99,21,99,21,SYNC,0.000000,0.000000,2.010205,0.449760
2080,99,22,99,22,SYNC,0.000000,0.000000,1.965551,0.423097
2081,99,23,99,23,SYNC,0.000000,0.000000,1.910903,0.393043
2082,99,23,99,23,SYNC,0.000000,0.000000,1.825800,0.355709
2083,99,24,99,24,SYNC,0.000000,0.000000,1.727719,0.322547
2084,99,24,99,24,SYNC,0.000000,0.000000,1.608669,0.315519
2085,99,25,99,25,SYNC,0.000000,0.000000,1.468401,0.318135
2086,99,26,99,26,SYNC,0.000000,0.000000,1.319008,0.319268
2087,99,26,99,26,SYNC,0.000000,0.000000,1.155763,0.315685
2088,99,27,99,27,SYNC,0.000000,0.000000,1.401713,0.311009
2089,99,27,99,27,SYNC,0.000000,0.000000,1.650099,0.304566
2090,99,28,99,28,SYNC,0.000000,0.000000,1.858336,0.299786
2091,99,29,99,29,SYNC,0.000000,0.000000,2.056406,0.301687
2092,99,29,99,29,SYNC,0.000000,0.000000,2.210259,0.304901
2093,99,30,99,30,SYNC,0.000000,0.000000,2.340415,0.313951
2094,99,30,99,30,SYNC,0.000000,0.000000,2.452507,0.320719
2095,99,31,99,31,SYNC,0.000000,0.000000,2.528936,0.326318
2096,99,32,99,32,SYNC,0.000000,0.000000,2.604154,0.331166
2097,99,32,99,32,SYNC,0.000000,0.000000,2.652575,0.335006
2098,99,33,99,33,SYNC,0.000000,0.000000,2.677586,0.337269
2099,99,33,99,33,SYNC,0.000000,0.000000,2.704879,0.337928
2100,99,34,99,34,SYNC,0.000000,0.000000,2.720803,0.336948
2101,99,35,99,35,SYNC,0.000000,0.000000,2.709561,0.333832
2102,99,35,99,35,SYNC,0.000000,0.000000,2.708354,0.331066
2103,99,36,99,36,SYNC,0.000000,0.000000,2.703163,0.328219
2104,99,36,99,36,SYNC,0.000000,0.000000,2.691535,0.325240
2105,99,37,99,37,SYNC,0.000000,0.000000,2.642447,0.319597
2106,99,38,99,38,SYNC,0.000000,0.000000,2.584163,0.312543
2107,99,38,99,38,SYNC,0.000000,0.000000,2.555833,0.311029
2108,99,39,99,39,SYNC,0.000000,0.000000,2.524607,0.309689
2109,99,39,99,39,SYNC,0.000000,0.000000,2.488704,0.308629
2110,99,40,99,40,SYNC,0.000000,0.000000,2.404069,0.303321
2111,99,41,99,41,SYNC,0.000000,0.000000,2.360193,0.302942
2112,99,41,99,41,SYNC,0.000000,0.000000,2.308525,0.302243
2113,99,42,99,42,SYNC,0.000000,0.000000,2.202946,0.294757
2114,99,42,99,42,SYNC,0.000000,0.000000,2.140947,0.293957
2115,99,43,99,43,SYNC,0.000000,0.000000,2.015962,0.289688
2116,99,44,99,43,SYNC,0.000000,0.000000,1.938569,0.293231
2117,99,44,99,43,SYNC,0.000000,0.000000,1.842142,0.296270
2118,99,45,99,43,SYNC,0.000000,0.000000,1.735582,0.298549
2119,99,45,99,43,SYNC,0.000000,0.000000,1.612644,0.302820
2120,99,46,99,43,SYNC,0.000000,0.000000,1.466199,0.305766
2121,99,47,99,43,SYNC,0.000000,0.000000,1.308667,0.307548
2122,99,47,99,43,SYNC,0.000000,0.000000,1.117213,0.303893
2123,99,48,99,43,SYNC,0.000000,0.000000,1.067697,0.298458
2124,99,48,99,43,SYNC,0.000000,0.000000,1.113359,0.297305
2125,99,49,99,43,SYNC,0.000000,0.000000,1.135630,0.291136
2126,99,50,99,43,SYNC,0.000000,0.000000,1.147032,0.287215
2127,99,50,99,43,SYNC,0.000000,0.000000,1.127884,0.284759
2128,99,51,99,43,SYNC,0.000000,0.000000,1.100092,0.294666
2129,99,51,99,43,SYNC,0.000000,0.000000,1.058329,0.300544
2130,99,52,99,43,SYNC,0.000000,0.000000,1.011786,0.301955
2131,99,53,99,43,SYNC,0.000000,0.000000,0.963852,0.301426
2132,99,53,99,43,SYNC,0.000000,0.000000,0.925816,0.297713
2133,99,54,99,43,SYNC,0.000000,0.000000,0.999882,0.293566
2134,99,54,99,43,SYNC,0.000000,0.000000,1.080920,0.291518
2135,99,55,99,43,SYNC,0.000000,0.000000,1.154757,0.291611
2136,99,56,99,43,SYNC,0.000000,0.000000,1.235322,0.292556
2137,99,56,99,43,SYNC,0.000000,0.000000,1.298327,0.292336
2138,99,57,99,43,SYNC,0.000000,0.000000,1.354568,0.293631
2139,99,57,99,43,SYNC,0.000000,0.000000,1.399877,0.293720
2140,99,58,99,43,SYNC,0.000000,0.000000,1.432932,0.292630
2141,99,59,99,43,SYNC,0.000000,0.000000,1.460307,0.293099
2142,99,59,99,43,SYNC,0.000000,0.000000,1.471919,0.292730
2143,99,60,99,43,SYNC,0.000000,0.000000,1.477400,0.293110
2144,99,60,99,43,SYNC,0.000000,0.000000,1.472974,0.292363
2145,99,61,99,43,SYNC,0.000000,0.000000,1.457493,0.290070
2146,99,62,99,43,SYNC,0.000000,0.000000,1.436890,0.287083
2147,99,62,99,43,SYNC,0.000000,0.000000,1.402153,0.282557
2148,99,63,99,43,SYNC,0.000000,0.000000,1.361909,0.277542
2149,99,63,99,43,SYNC,0.000000,0.000000,1.312764,0.271735
2150,99,64,99,43,SYNC,0.000000,0.000000,1.253637,0.265110
2151,99,65,99,43,SYNC,0.000000,0.000000,1.189910,0.258109
2152,99,65,99,43,SYNC,0.000000,0.000000,1.113894,0.251705
2153,99,66,99,43,SYNC,0.000000,0.000000,1.033768,0.244760
2154,99,66,99,43,SYNC,0.000000,0.000000,0.947001,0.236925
2155,99,67,99,43,SYNC,0.000000,0.000000,0.854948,0.228160
2156,99,68,99,43,SYNC,0.000000,0.000000,0.760636,0.218982
2157,99,68,99,43,SYNC,0.000000,0.000000,0.663242,0.208955
2158,99,69,99,43,SYNC,0.000000,0.000000,0.577253,0.202149
2159,99,69,99,43,SYNC,0.000000,0.000000,0.584070,0.196083
2160,99,70,99,43,SYNC,0.000000,0.000000,0.596652,0.190513
2161,99,71,99,43,SYNC,0.000000,0.000000,0.613089,0.186311
2162,99,71,99,43,SYNC,0.000000,0.000000,0.625804,0.183013
2163,99,72,99,43,SYNC,0.000000,0.000000,0.637179,0.183379
2164,99,72,99,43,SYNC,0.000000,0.000000,0.646391,0.185396
2165,99,73,99,43,SYNC,0.000000,0.000000,0.654087,0.187899
2166,99,74,99,43,SYNC,0.000000,0.000000,0.661177,0.194041
2167,99,74,99,43,SYNC,0.000000,0.000000,0.668216,0.199536
2168,99,75,99,43,SYNC,0.000000,0.000000,0.675959,0.204769
2169,99,75,99,43,SYNC,0.000000,0.000000,0.684839,0.209579
2170,99,76,99,43,SYNC,0.000000,0.000000,0.695784,0.213782
2171,99,77,99,43,SYNC,0.000000,0.000000,0.707703,0.217689
2172,99,77,99,43,SYNC,0.000000,0.000000,0.722632,0.221254
2173,99,78,99,43,SYNC,0.000000,0.000000,0.738771,0.225000
2174,99,78,99,43,SYNC,0.000000,0.000000,0.756865,0.228579
2175,99,79,99,43,SYNC,0.000000,0.000000,0.776921,0.231003
2176,99,80,99,43,SYNC,0.000000,0.000000,0.797801,0.232874
2177,99,80,99,43,SYNC,0.000000,0.000000,0.819543,0.232944
2178,99,81,99,43,SYNC,0.000000,0.000000,0.840136,0.232203
2179,99,81,99,43,SYNC,0.000000,0.000000,0.858870,0.230150
2180,99,82,99,43,SYNC,0.000000,0.000000,0.871795,0.226925
2181,99,83,99,43,SYNC,0.000000,0.000000,0.881803,0.231396
2182,99,83,99,43,SYNC,0.000000,0.000000,0.879970,0.235402
2183,99,84,99,43,SYNC,0.000000,0.000000,0.872545,0.238880
2184,99,84,99,43,SYNC,0.000000,0.000000,0.865488,0.241504
2185,99,85,99,43,SYNC,0.000000,0.000000,0.901057,0.243079
2186,99,86,99,43,SYNC,0.000000,0.000000,0.931617,0.244167
2187,99,86,99,43,SYNC,0.000000,0.000000,0.942072,0.243876
2188,99,87,99,43,SYNC,0.000000,0.000000,0.943722,0.243085
2189,99,87,99,43,SYNC,0.000000,0.000000,0.931140,0.244062
2190,99,88,99,43,SYNC,0.000000,0.000000,0.905817,0.248750
2191,99,89,99,43,SYNC,0.000000,0.000000,0.894210,0.252924
2192,99,89,99,43,SYNC,0.000000,0.000000,0.968161,0.255744
2193,99,90,99,43,SYNC,0.000000,0.000000,1.038190,0.258125
2194,99,90,99,43,SYNC,0.000000,0.000000,1.101882,0.259796
2195,99,91,99,43,SYNC,0.000000,0.000000,1.156741,0.260856
2196,99,92,99,43,SYNC,0.000000,0.000000,1.207427,0.261641
2197,99,92,99,43,SYNC,0.000000,0.000000,1.245237,0.261808
2198,99,93,99,43,SYNC,0.000000,0.000000,1.277694,0.261759
2199,99,93,99,43,SYNC,0.000000,0.000000,1.301497,0.261363
2200,99,94,99,43,SYNC,0.000000,0.000000,1.315194,0.260581
2201,99,95,99,43,SYNC,0.000000,0.000000,1.324184,0.259622
2202,99,95,99,43,SYNC,0.000000,0.000000,1.319753,0.258166
2203,99,96,99,43,SYNC,0.000000,0.000000,1.309960,0.256500
2204,99,96,99,43,SYNC,0.000000,0.000000,1.291499,0.254497
2205,99,97,99,43,SYNC,0.000000,0.000000,1.263044,0.252004
2206,99,98,99,43,SYNC,0.000000,0.000000,1.229932,0.249269
2207,99,98,99,43,SYNC,0.000000,0.000000,1.183515,0.245629
2208,99,99,99,43,SYNC,0.000000,0.000000,1.131833,0.241516
2209,99,99,99,43,SYNC,0.000000,0.000000,1.071642,0.236639
2210,99,100,99,43,SYNC,0.000000,0.000000,1.002390,0.230768
2211,99,101,99,43,SYNC,0.000000,0.000000,0.929025,0.224436
2212,99,101,99,43,SYNC,0.000000,0.000000,0.845735,0.216821
2213,99,102,99,43,SYNC,0.000000,0.000000,0.759495,0.208753
2214,99,102,99,43,SYNC,0.000000,0.000000,0.668485,0.199952
2215,99,103,99,43,SYNC,0.000000,0.000000,0.653002,0.192542
2216,99,104,99,43,SYNC,0.000000,0.000000,0.681282,0.190213
2217,99,104,99,43,SYNC,0.000000,0.000000,0.700510,0.187326
2218,99,105,99,43,SYNC,0.000000,0.000000,0.716069,0.184271
2219,99,105,99,43,SYNC,0.000000,0.000000,0.725696,0.180944
2220,99,106,99,43,SYNC,0.000000,0.000000,0.729201,0.180034
2221,99,107,99,43,SYNC,0.000000,0.000000,0.729937,0.184221
2222,99,107,99,43,SYNC,0.000000,0.000000,0.724149,0.193615
2223,99,108,99,43,SYNC,0.000000,0.000000,0.716597,0.202677
2224,99,108,99,43,SYNC,0.000000,0.000000,0.706195,0.211204
2225,99,109,99,43,SYNC,0.000000,0.000000,0.694528,0.219114
2226,99,110,99,43,SYNC,0.000000,0.000000,0.682436,0.226738
2227,99,110,99,43,SYNC,0.000000,0.000000,0.681352,0.233575
2228,99,111,99,43,SYNC,0.000000,0.000000,0.692332,0.240112
2229,99,111,99,43,SYNC,0.000000,0.000000,0.702385,0.246162
2230,99,112,99,43,SYNC,0.000000,0.000000,0.710595,0.252442
2231,99,113,99,43,SYNC,0.000000,0.000000,0.727233,0.258794
2232,99,113,99,43,SYNC,0.000000,0.000000,0.749423,0.265058
2233,99,114,99,43,SYNC,0.000000,0.000000,0.767786,0.271339
2234,99,114,99,43,SYNC,0.000000,0.000000,0.779962,0.277647
2235,99,115,99,43,SYNC,0.000000,0.000000,0.785008,0.284563
2236,99,116,99,43,SYNC,0.000000,0.000000,0.786708,0.292499
2237,99,116,99,43,SYNC,0.000000,0.000000,0.799794,0.301219
2238,99,117,99,43,SYNC,0.000000,0.000000,0.846712,0.310282
2239,99,117,99,43,SYNC,0.000000,0.000000,0.901641,0.319902
2240,44,26,44,26,SYNC,0.000000,0.000000,1.162974,0.304007
2241,44,27,44,27,SYNC,0.000000,0.000000,1.189722,0.290027
2242,44,27,44,27,SYNC,0.000000,0.000000,1.237781,0.297812
2243,44,28,44,28,SYNC,0.000000,0.000000,1.205168,0.293849
2244,44,29,44,29,SYNC,0.000000,0.000000,1.183274,0.281220
2245,44,29,44,29,SYNC,0.000000,0.000000,1.211662,0.284139
2246,44,30,44,30,SYNC,0.000000,0.000000,1.172368,0.256534
2247,44,30,44,30,SYNC,0.000000,0.000000,1.166867,0.256335
2248,44,31,44,31,SYNC,0.000000,0.000000,1.223719,0.266100
2249,44,32,44,32,SYNC,0.000000,0.000000,1.351349,0.280713
2250,44,32,44,32,SYNC,0.000000,0.000000,1.363805,0.296256
2251,44,33,44,33,SYNC,0.000000,0.000000,1.403516,0.310957
2252,44,33,44,33,SYNC,0.000000,0.000000,1.426388,0.324809
2253,44,34,44,34,SYNC,0.000000,0.000000,1.339120,0.316636
2254,44,35,44,35,SYNC,0.000000,0.000000,1.285732,0.285541
2255,44,35,44,35,SYNC,0.000000,0.000000,1.317177,0.290113
2256,44,36,44,36,SYNC,0.000000,0.000000,1.298775,0.265604
2257,44,36,44,36,SYNC,0.000000,0.000000,1.322723,0.273058
2258,44,37,44,37,SYNC,0.000000,0.000000,1.260143,0.250252
2259,44,38,44,38,SYNC,0.000000,0.000000,1.214798,0.240002
2260,44,38,44,38,SYNC,0.000000,0.000000,1.208048,0.233978
2261,44,39,44,38,SYNC,0.000000,0.000000,1.202834,0.230462
2262,44,39,44,38,SYNC,0.000000,0.000000,1.200473,0.231717
2263,44,40,44,38,SYNC,0.000000,0.000000,1.201691,0.232830
2264,44,41,44,38,SYNC,0.000000,0.000000,1.204669,0.233875
2265,44,41,44,38,SYNC,0.000000,0.000000,1.213680,0.234690
2266,44,42,44,38,SYNC,0.000000,0.000000,1.224998,0.240446
2267,44,42,44,38,SYNC,0.000000,0.000000,1.240603,0.249176
2268,44,43,44,38,SYNC,0.000000,0.000000,1.260458,0.257246
2269,44,44,44,38,SYNC,0.000000,0.000000,1.282360,0.269585
2270,44,44,44,38,SYNC,0.000000,0.000000,1.308769,0.275970
2271,44,45,44,38,SYNC,0.000000,0.000000,1.335652,0.280146
2272,44,45,44,38,SYNC,0.000000,0.000000,1.363414,0.280214
2273,44,46,44,38,SYNC,0.000000,0.000000,1.389042,0.277219
2274,44,47,44,38,SYNC,0.000000,0.000000,1.413553,0.272759
2275,44,47,44,38,SYNC,0.000000,0.000000,1.430390,0.265675
2276,44,48,44,38,SYNC,0.000000,0.000000,1.443122,0.258305
2277,44,48,44,38,SYNC,0.000000,0.000000,1.448221,0.260420
2278,44,49,44,38,SYNC,0.000000,0.000000,1.443433,0.262073
2279,44,50,44,38,SYNC,0.000000,0.000000,1.433809,0.264211
2280,44,50,44,38,SYNC,0.000000,0.000000,1.409304,0.261290
2281,44,51,44,38,SYNC,0.000000,0.000000,1.380574,0.260516
2282,44,51,44,38,SYNC,0.000000,0.000000,1.343990,0.260738
2283,44,52,44,38,SYNC,0.000000,0.000000,1.304060,0.256235
2284,44,53,44,38,SYNC,0.000000,0.000000,1.262638,0.249458
2285,44,53,44,38,SYNC,0.000000,0.000000,1.224890,0.244106
2286,44,54,44,38,SYNC,0.000000,0.000000,1.190552,0.239491
2287,44,54,44,38,SYNC,0.000000,0.000000,1.162556,0.232482
2288,44,55,44,38,SYNC,0.000000,0.000000,1.142317,0.234210
2289,44,56,44,38,SYNC,0.000000,0.000000,1.125839,0.239109
2290,44,56,44,38,SYNC,0.000000,0.000000,1.119109,0.240176
2291,44,57,44,38,SYNC,0.000000,0.000000,1.115021,0.240437
2292,44,57,44,38,SYNC,0.000000,0.000000,1.115846,0.238734
2293,44,58,44,38,SYNC,0.000000,0.000000,1.120290,0.235505
2294,44,59,44,38,SYNC,0.000000,0.000000,1.126469,0.231534
2295,44,59,44,38,SYNC,0.000000,0.000000,1.135980,0.227125
2296,44,60,44,38,SYNC,0.000000,0.000000,1.146241,0.225642
2297,44,60,44,38,SYNC,0.000000,0.000000,1.157896,0.225414
2298,44,61,44,38,SYNC,0.000000,0.000000,1.170723,0.224137
2299,44,62,44,38,SYNC,0.000000,0.000000,1.184120,0.222324
2300,44,62,44,38,SYNC,0.000000,0.000000,1.199036,0.218841
2301,44,63,44,38,SYNC,0.000000,0.000000,1.214213,0.220053
2302,44,63,44,38,SYNC,0.000000,0.000000,1.229872,0.222176
2303,44,64,44,38,SYNC,0.000000,0.000000,1.244909,0.224428
2304,44,65,44,38,SYNC,0.000000,0.000000,1.259613,0.226102
2305,44,65,44,38,SYNC,0.000000,0.000000,1.271671,0.226560
2306,44,66,44,38,SYNC,0.000000,0.000000,1.282429,0.226685
2307,44,66,44,38,SYNC,0.000000,0.000000,1.290769,0.226190
2308,44,67,44,38,SYNC,0.000000,0.000000,1.296503,0.225137
2309,44,68,44,38,SYNC,0.000000,0.000000,1.300974,0.223815
2310,44,68,44,38,SYNC,0.000000,0.000000,1.302148,0.221895
2311,44,69,44,38,SYNC,0.000000,0.000000,1.302396,0.219906
2312,44,69,44,38,SYNC,0.000000,0.000000,1.300924,0.219072
2313,44,70,44,38,SYNC,0.000000,0.000000,1.298247,0.218165
2314,44,71,44,38,SYNC,0.000000,0.000000,1.294998,0.217223
2315,44,71,44,38,SYNC,0.000000,0.000000,1.290993,0.216540
2316,44,72,44,38,SYNC,0.000000,0.000000,1.287044,0.215993
2317,44,72,44,38,SYNC,0.000000,0.000000,1.283197,0.215699
2318,44,73,44,38,SYNC,0.000000,0.000000,1.279902,0.215694
2319,44,74,44,38,SYNC,0.000000,0.000000,1.276879,0.215779
2320,44,74,44,38,SYNC,0.000000,0.000000,1.274882,0.216017
2321,44,75,44,38,SYNC,0.000000,0.000000,1.273199,0.216290
2322,44,75,44,38,SYNC,0.000000,0.000000,1.272101,0.216631
2323,44,76,44,38,SYNC,0.000000,0.000000,1.271402,0.217065
2324,44,77,44,38,SYNC,0.000000,0.000000,1.270892,0.217534
2325,44,77,44,38,SYNC,0.000000,0.000000,1.270679,0.217948
2326,44,78,44,38,SYNC,0.000000,0.000000,1.270516,0.218311
2327,44,78,44,38,SYNC,0.000000,0.000000,1.270449,0.218580
2328,44,79,44,38,SYNC,0.000000,0.000000,1.270442,0.218745
2329,44,80,44,38,SYNC,0.000000,0.000000,1.270466,0.218861
2330,44,80,44,38,SYNC,0.000000,0.000000,1.270543,0.218892
2331,44,81,44,38,SYNC,0.000000,0.000000,1.270611,0.218894
2332,44,81,44,38,SYNC,0.000000,0.000000,1.270660,0.218827
2333,44,82,44,38,SYNC,0.000000,0.000000,1.270607,0.218690
2334,44,83,44,38,SYNC,0.000000,0.000000,1.270503,0.218519
2335,44,83,44,38,SYNC,0.000000,0.000000,1.270197,0.218233
2336,44,84,44,38,SYNC,0.000000,0.000000,1.269862,0.217908
2337,44,84,44,38,SYNC,0.000000,0.000000,1.269476,0.217507
2338,44,85,44,38,SYNC,0.000000,0.000000,1.269280,0.217055
2339,44,86,44,38,SYNC,0.000000,0.000000,1.269185,0.216577
2340,44,86,44,38,SYNC,0.000000,0.000000,1.269795,0.216075
2341,44,87,44,38,SYNC,0.000000,0.000000,1.270692,0.215710
2342,44,87,44,38,SYNC,0.000000,0.000000,1.272124,0.215434
2343,44,88,44,38,SYNC,0.000000,0.000000,1.273789,0.215137
2344,44,89,44,38,SYNC,0.000000,0.000000,1.275555,0.214826
2345,44,89,44,38,SYNC,0.000000,0.000000,1.276972,0.214417
2346,44,90,44,38,SYNC,0.000000,0.000000,1.278206,0.213979
2525,19,0,19,0,SYNC,0.000000,0.000000,1.904063,0.343183
2526,19,0,19,0,SYNC,0.000000,0.000000,1.927941,0.334650
2527,19,1,19,1,SYNC,0.000000,0.000000,1.912168,0.292655
2528,19,1,19,1,SYNC,0.000000,0.000000,1.932856,0.289985
2529,19,2,19,2,SYNC,0.000000,0.000000,1.849378,0.271204
2530,19,2,19,2,SYNC,0.000000,0.000000,1.898868,0.267970
2531,19,3,19,3,SYNC,0.000000,0.000000,2.161410,0.255108
2532,19,4,19,4,SYNC,0.000000,0.000000,2.065407,0.268953
2533,19,4,19,4,SYNC,0.000000,0.000000,2.112974,0.278970
2534,19,5,19,5,SYNC,0.000000,0.000000,1.983962,0.330734
2535,19,5,19,5,SYNC,0.000000,0.000000,2.027760,0.346860
2536,19,6,19,6,SYNC,0.000000,0.000000,1.739496,0.289919
2537,19,7,19,7,SYNC,0.000000,0.000000,1.187156,0.243048
2538,19,7,19,7,SYNC,0.000000,0.000000,1.215979,0.252768
2539,19,8,19,8,SYNC,0.000000,0.000000,0.660331,0.199628
2540,19,8,19,8,SYNC,0.000000,0.000000,0.696159,0.205510
2541,19,9,19,9,SYNC,0.000000,0.000000,0.604083,0.184510
2542,19,10,19,10,SYNC,0.000000,0.000000,0.642653,0.172120
2543,19,10,19,10,SYNC,0.000000,0.000000,0.655230,0.172657
2544,19,11,19,11,SYNC,0.000000,0.000000,0.709869,0.172157
2545,19,12,19,12,SYNC,0.000000,0.000000,0.687199,0.170853
2546,19,12,19,12,SYNC,0.000000,0.000000,0.675254,0.173409
2547,19,13,19,13,SYNC,0.000000,0.000000,0.624898,0.161764
2548,19,13,19,13,SYNC,0.000000,0.000000,0.601749,0.165348
2549,19,14,19,14,SYNC,0.000000,0.000000,0.566865,0.165509
2550,19,15,19,15,SYNC,0.000000,0.000000,0.550772,0.172432
2551,19,15,19,15,SYNC,0.000000,0.000000,0.533694,0.163507
2552,19,16,19,16,SYNC,0.000000,0.000000,0.641995,0.169966
2553,19,16,19,16,SYNC,0.000000,0.000000,0.603629,0.157812
2554,19,17,19,17,SYNC,0.000000,0.000000,0.681626,0.141662
2555,19,17,19,17,SYNC,0.000000,0.000000,0.634714,0.140557
2556,19,18,19,18,SYNC,0.000000,0.000000,0.786155,0.148789
2557,19,19,19,19,SYNC,0.000000,0.000000,0.983936,0.178385
2558,19,19,19,19,SYNC,0.000000,0.000000,0.934169,0.172909
2559,19,20,19,20,SYNC,0.000000,0.000000,1.141708,0.189023
2560,19,20,19,20,SYNC,0.000000,0.000000,1.095346,0.184975
2561,19,21,19,21,SYNC,0.000000,0.000000,1.329312,0.212112
2562,19,22,19,22,SYNC,0.000000,0.000000,1.485927,0.233269
2563,19,22,19,22,SYNC,0.000000,0.000000,1.451568,0.231719
2564,19,23,19,23,SYNC,0.000000,0.000000,1.579946,0.247678
2565,19,23,19,23,SYNC,0.000000,0.000000,1.555053,0.253831
2566,19,24,19,24,SYNC,0.000000,0.000000,1.608677,0.262500
2567,19,25,19,25,SYNC,0.000000,0.000000,1.571794,0.262246
2568,19,25,19,25,SYNC,0.000000,0.000000,1.570934,0.262234
2569,19,26,19,26,SYNC,0.000000,0.000000,1.574753,0.261893
2570,19,26,19,26,SYNC,0.000000,0.000000,1.586426,0.261813
2571,19,27,19,27,SYNC,0.000000,0.000000,1.621763,0.271806
2572,19,28,19,28,SYNC,0.000000,0.000000,1.653639,0.273736
2573,19,28,19,28,SYNC,0.000000,0.000000,1.686101,0.275585
2574,19,29,19,29,SYNC,0.000000,0.000000,1.807301,0.282379
2575,19,29,19,29,SYNC,0.000000,0.000000,1.846637,0.281176
2576,19,30,19,30,SYNC,0.000000,0.000000,1.951268,0.276989
2577,19,31,19,31,SYNC,0.000000,0.000000,2.146681,0.282126
2578,19,31,19,31,SYNC,0.000000,0.000000,2.193707,0.275887
2579,19,32,19,31,SYNC,0.000000,0.000000,2.242194,0.272162
2580,19,32,19,31,SYNC,0.000000,0.000000,2.291412,0.270526
2581,19,33,19,31,SYNC,0.000000,0.000000,2.342097,0.270724
2582,19,34,19,31,SYNC,0.000000,0.000000,2.392874,0.270340
2583,19,34,19,31,SYNC,0.000000,0.000000,2.443835,0.269145
2584,19,35,19,31,SYNC,0.000000,0.000000,2.493721,0.270528
2585,19,35,19,31,SYNC,0.000000,0.000000,2.543069,0.274081
2586,19,36,19,31,SYNC,0.000000,0.000000,2.588478,0.280273
2587,19,37,19,31,SYNC,0.000000,0.000000,2.631769,0.286525
2588,19,37,19,31,SYNC,0.000000,0.000000,2.670824,0.293092
2589,19,38,19,31,SYNC,0.000000,0.000000,2.704118,0.301971
2590,19,38,19,31,SYNC,0.000000,0.000000,2.734530,0.311294
2591,19,39,19,31,SYNC,0.000000,0.000000,2.754439,0.317947
2592,19,40,19,31,SYNC,0.000000,0.000000,2.770463,0.324036
2593,19,40,19,31,SYNC,0.000000,0.000000,2.778722,0.328081
2594,19,41,19,31,SYNC,0.000000,0.000000,2.778845,0.330065
2595,19,41,19,31,SYNC,0.000000,0.000000,2.774901,0.333554
2596,19,42,19,31,SYNC,0.000000,0.000000,2.758499,0.334735
2597,19,43,19,31,SYNC,0.000000,0.000000,2.738039,0.338502
2598,19,43,19,31,SYNC,0.000000,0.000000,2.709465,0.340415
2599,19,44,19,31,SYNC,0.000000,0.000000,2.673720,0.339469
2600,19,44,19,31,SYNC,0.000000,0.000000,2.634391,0.337093
2601,19,45,19,31,SYNC,0.000000,0.000000,2.586803,0.330073
2602,19,46,19,31,SYNC,0.000000,0.000000,2.537367,0.321652
2603,19,46,19,31,SYNC,0.000000,0.000000,2.484230,0.315235
2604,19,47,19,31,SYNC,0.000000,0.000000,2.428824,0.309525
2605,19,47,19,31,SYNC,0.000000,0.000000,2.372283,0.303821
2606,19,48,19,31,SYNC,0.000000,0.000000,2.313910,0.295242
2607,19,49,19,31,SYNC,0.000000,0.000000,2.255423,0.294346
2608,19,49,19,31,SYNC,0.000000,0.000000,2.196711,0.292230
2609,19,50,19,31,SYNC,0.000000,0.000000,2.138990,0.288783
2610,19,50,19,31,SYNC,0.000000,0.000000,2.081764,0.284671
2611,19,51,19,31,SYNC,0.000000,0.000000,2.028258,0.281663
2612,19,52,19,31,SYNC,0.000000,0.000000,1.976848,0.280207
2613,19,52,19,31,SYNC,0.000000,0.000000,1.929629,0.280296
2614,19,53,19,31,SYNC,0.000000,0.000000,1.888413,0.281336
2615,19,53,19,31,SYNC,0.000000,0.000000,1.850199,0.282792
2616,19,54,19,31,SYNC,0.000000,0.000000,1.823518,0.283615
2617,19,55,19,31,SYNC,0.000000,0.000000,1.801314,0.284108
2618,19,55,19,31,SYNC,0.000000,0.000000,1.788068,0.283942
2619,19,56,19,31,SYNC,0.000000,0.000000,1.784451,0.282711
2620,19,56,19,31,SYNC,0.000000,0.000000,1.785650,0.283472
2621,19,57,19,31,SYNC,0.000000,0.000000,1.801391,0.287640
2622,19,58,19,31,SYNC,0.000000,0.000000,1.821666,0.291890
2623,19,58,19,31,SYNC,0.000000,0.000000,1.851009,0.294936
2624,19,59,19,31,SYNC,0.000000,0.000000,1.887926,0.296711
2625,19,59,19,31,SYNC,0.000000,0.000000,1.928631,0.297345
2626,19,60,19,31,SYNC,0.000000,0.000000,1.977410,0.293865
2627,19,61,19,31,SYNC,0.000000,0.000000,2.027781,0.289021
2628,19,61,19,31,SYNC,0.000000,0.000000,2.081340,0.281449
2629,19,62,19,31,SYNC,0.000000,0.000000,2.136482,0.271611
