frame,motion_idx,motion_frame,server_motion_idx,server_frame_idx,sync_status,body_pos_max_diff,body_pos_mean_diff,dof_max_diff,dof_mean_diff
896,96,76,96,58,SYNC,0.000000,0.000000,1.147093,0.233532
897,96,76,96,58,SYNC,0.000000,0.000000,1.136323,0.236448
898,96,77,96,58,SYNC,0.000000,0.000000,1.122038,0.243800
899,96,77,96,58,SYNC,0.000000,0.000000,1.102772,0.253555
900,96,78,96,58,SYNC,0.000000,0.000000,1.103494,0.263583
901,96,79,96,58,SYNC,0.000000,0.000000,1.132831,0.278147
902,96,79,96,58,SYNC,0.000000,0.000000,1.167203,0.288986
903,96,80,96,58,SYNC,0.000000,0.000000,1.250391,0.296959
904,96,80,96,58,SYNC,0.000000,0.000000,1.296691,0.300871
905,96,81,96,58,SYNC,0.000000,0.000000,1.288089,0.299615
906,96,82,96,58,SYNC,0.000000,0.000000,1.256333,0.296213
907,96,82,96,58,SYNC,0.000000,0.000000,1.172332,0.288272
908,96,83,96,58,SYNC,0.000000,0.000000,1.078744,0.279517
909,96,83,96,58,SYNC,0.000000,0.000000,0.980575,0.271284
910,96,84,96,58,SYNC,0.000000,0.000000,0.979771,0.264040
911,96,85,96,58,SYNC,0.000000,0.000000,0.970882,0.256909
912,96,85,96,58,SYNC,0.000000,0.000000,0.943205,0.251084
913,96,86,96,58,SYNC,0.000000,0.000000,0.911733,0.246830
914,96,86,96,58,SYNC,0.000000,0.000000,0.874888,0.249320
915,96,87,96,58,SYNC,0.000000,0.000000,0.841801,0.253307
916,96,88,96,58,SYNC,0.000000,0.000000,0.811252,0.257439
917,96,88,96,58,SYNC,0.000000,0.000000,0.825432,0.261420
918,96,89,96,58,SYNC,0.000000,0.000000,0.938873,0.265308
919,96,89,96,58,SYNC,0.000000,0.000000,1.044158,0.271805
920,96,90,96,58,SYNC,0.000000,0.000000,1.121566,0.278172
921,96,91,96,58,SYNC,0.000000,0.000000,1.186010,0.283680
922,96,91,96,58,SYNC,0.000000,0.000000,1.210140,0.285899
923,96,92,96,58,SYNC,0.000000,0.000000,1.219565,0.286554
924,96,92,96,58,SYNC,0.000000,0.000000,1.208154,0.285616
925,96,93,96,58,SYNC,0.000000,0.000000,1.180613,0.284265
926,96,94,96,58,SYNC,0.000000,0.000000,1.146853,0.281915
927,96,94,96,58,SYNC,0.000000,0.000000,1.104419,0.277116
928,96,95,96,58,SYNC,0.000000,0.000000,1.061259,0.271448
929,96,95,96,58,SYNC,0.000000,0.000000,1.017069,0.264547
930,96,96,96,58,SYNC,0.000000,0.000000,0.974127,0.256610
931,96,97,96,58,SYNC,0.000000,0.000000,0.931770,0.248282
932,96,97,96,58,SYNC,0.000000,0.000000,0.891274,0.241741
933,96,98,96,58,SYNC,0.000000,0.000000,0.893803,0.235450
934,96,98,96,58,SYNC,0.000000,0.000000,0.901077,0.229591
935,96,99,96,58,SYNC,0.000000,0.000000,0.900436,0.224628
936,96,100,96,58,SYNC,0.000000,0.000000,0.896254,0.221011
937,96,100,96,58,SYNC,0.000000,0.000000,0.882216,0.218874
938,96,101,96,58,SYNC,0.000000,0.000000,0.864094,0.217428
939,96,101,96,58,SYNC,0.000000,0.000000,0.840184,0.216962
940,96,102,96,58,SYNC,0.000000,0.000000,0.811035,0.217601
941,96,103,96,58,SYNC,0.000000,0.000000,0.779901,0.219298
942,96,103,96,58,SYNC,0.000000,0.000000,0.746351,0.222270
943,96,104,96,58,SYNC,0.000000,0.000000,0.713394,0.225851
944,96,104,96,58,SYNC,0.000000,0.000000,0.681278,0.230109
945,96,105,96,58,SYNC,0.000000,0.000000,0.652004,0.235241
946,96,106,96,58,SYNC,0.000000,0.000000,0.624071,0.240729
947,96,106,96,58,SYNC,0.000000,0.000000,0.624872,0.246920
948,96,107,96,58,SYNC,0.000000,0.000000,0.664012,0.253021
949,96,107,96,58,SYNC,0.000000,0.000000,0.762616,0.258993
950,96,108,96,58,SYNC,0.000000,0.000000,0.833535,0.263880
951,96,109,96,58,SYNC,0.000000,0.000000,0.890570,0.268208
952,96,109,96,58,SYNC,0.000000,0.000000,0.896010,0.271710
953,96,110,96,58,SYNC,0.000000,0.000000,0.878864,0.274600
954,96,110,96,58,SYNC,0.000000,0.000000,0.829713,0.275650
955,96,111,96,58,SYNC,0.000000,0.000000,0.755290,0.274527
956,96,112,96,58,SYNC,0.000000,0.000000,0.718305,0.272497
957,96,112,96,58,SYNC,0.000000,0.000000,0.733681,0.268502
958,96,113,96,58,SYNC,0.000000,0.000000,0.745253,0.263993
959,96,113,96,58,SYNC,0.000000,0.000000,0.751433,0.258752
960,96,114,96,58,SYNC,0.000000,0.000000,0.751289,0.253085
961,96,115,96,58,SYNC,0.000000,0.000000,0.748310,0.247259
962,96,115,96,58,SYNC,0.000000,0.000000,0.737398,0.241280
963,96,116,96,58,SYNC,0.000000,0.000000,0.722560,0.235910
964,96,116,96,58,SYNC,0.000000,0.000000,0.702159,0.231356
965,96,117,96,58,SYNC,0.000000,0.000000,0.765471,0.227171
966,96,118,96,58,SYNC,0.000000,0.000000,0.881105,0.230843
967,68,0,68,0,SYNC,0.000000,0.000000,1.365569,0.348497
968,68,0,68,0,SYNC,0.000000,0.000000,1.370232,0.350058
969,68,1,68,1,SYNC,0.000000,0.000000,1.256696,0.354275
970,68,1,68,1,SYNC,0.000000,0.000000,1.254621,0.355419
971,68,2,68,2,SYNC,0.000000,0.000000,1.168988,0.349559
972,68,2,68,2,SYNC,0.000000,0.000000,1.163600,0.349961
973,68,3,68,3,SYNC,0.000000,0.000000,1.215008,0.324043
974,68,4,68,4,SYNC,0.000000,0.000000,1.248358,0.303046
975,68,4,68,4,SYNC,0.000000,0.000000,1.250082,0.300011
976,68,5,68,5,SYNC,0.000000,0.000000,1.230438,0.287772
977,68,5,68,5,SYNC,0.000000,0.000000,1.231109,0.284235
978,68,6,68,6,SYNC,0.000000,0.000000,1.262158,0.285577
979,68,7,68,7,SYNC,0.000000,0.000000,1.278616,0.289407
980,68,7,68,7,SYNC,0.000000,0.000000,1.277360,0.284731
981,68,8,68,8,SYNC,0.000000,0.000000,1.266854,0.280013
982,68,8,68,8,SYNC,0.000000,0.000000,1.264759,0.276525
983,68,9,68,9,SYNC,0.000000,0.000000,1.248945,0.276820
984,68,10,68,10,SYNC,0.000000,0.000000,1.212420,0.276439
985,68,10,68,10,SYNC,0.000000,0.000000,1.210195,0.276348
986,68,11,68,11,SYNC,0.000000,0.000000,1.193333,0.276265
987,68,12,68,12,SYNC,0.000000,0.000000,1.190239,0.273237
988,68,12,68,12,SYNC,0.000000,0.000000,1.189626,0.273793
989,68,13,68,13,SYNC,0.000000,0.000000,1.191074,0.271721
990,68,13,68,13,SYNC,0.000000,0.000000,1.191388,0.272403
991,68,14,68,14,SYNC,0.000000,0.000000,1.184538,0.266456
992,68,15,68,15,SYNC,0.000000,0.000000,1.183237,0.267547
993,68,15,68,15,SYNC,0.000000,0.000000,1.184841,0.267992
994,68,16,68,16,SYNC,0.000000,0.000000,1.180760,0.269246
995,68,16,68,16,SYNC,0.000000,0.000000,1.182401,0.269427
996,68,17,68,16,SYNC,0.000000,0.000000,1.183863,0.269428
997,68,17,68,16,SYNC,0.000000,0.000000,1.185235,0.269340
998,68,18,68,16,SYNC,0.000000,0.000000,1.186299,0.268959
999,68,19,68,16,SYNC,0.000000,0.000000,1.187273,0.268705
1000,68,19,68,16,SYNC,0.000000,0.000000,1.188067,0.268486
1001,68,20,68,16,SYNC,0.000000,0.000000,1.188625,0.268465
1002,68,20,68,16,SYNC,0.000000,0.000000,1.189065,0.268965
1003,68,21,68,16,SYNC,0.000000,0.000000,1.189060,0.269468
1004,68,22,68,16,SYNC,0.000000,0.000000,1.188972,0.270033
1005,68,22,68,16,SYNC,0.000000,0.000000,1.188715,0.270714
1006,68,23,68,16,SYNC,0.000000,0.000000,1.188608,0.271480
1007,68,23,68,16,SYNC,0.000000,0.000000,1.188576,0.272289
1008,68,24,68,16,SYNC,0.000000,0.000000,1.189153,0.273290
1009,68,25,68,16,SYNC,0.000000,0.000000,1.189910,0.274387
1010,68,25,68,16,SYNC,0.000000,0.000000,1.191026,0.275677
1011,68,26,68,16,SYNC,0.000000,0.000000,1.192175,0.277211
1012,68,26,68,16,SYNC,0.000000,0.000000,1.193342,0.279228
1013,68,27,68,16,SYNC,0.000000,0.000000,1.194045,0.281745
1014,68,28,68,16,SYNC,0.000000,0.000000,1.194523,0.284311
1015,68,28,68,16,SYNC,0.000000,0.000000,1.194555,0.287088
1016,68,29,68,16,SYNC,0.000000,0.000000,1.194212,0.290673
1017,68,29,68,16,SYNC,0.000000,0.000000,1.193683,0.294164
1018,68,30,68,16,SYNC,0.000000,0.000000,1.192806,0.296892
1019,68,31,68,16,SYNC,0.000000,0.000000,1.191862,0.299303
1020,68,31,68,16,SYNC,0.000000,0.000000,1.190784,0.301079
1021,68,32,68,16,SYNC,0.000000,0.000000,1.189612,0.302268
1022,68,32,68,16,SYNC,0.000000,0.000000,1.188393,0.304098
1023,68,33,68,16,SYNC,0.000000,0.000000,1.187128,0.307893
1024,68,34,68,16,SYNC,0.000000,0.000000,1.185938,0.311672
1025,68,34,68,16,SYNC,0.000000,0.000000,1.184902,0.315420
1026,68,35,68,16,SYNC,0.000000,0.000000,1.184317,0.318985
1027,68,35,68,16,SYNC,0.000000,0.000000,1.183957,0.322458
1028,68,36,68,16,SYNC,0.000000,0.000000,1.184634,0.325374
1029,68,37,68,16,SYNC,0.000000,0.000000,1.185641,0.328042
1030,68,37,68,16,SYNC,0.000000,0.000000,1.187305,0.330214
1031,68,38,68,16,SYNC,0.000000,0.000000,1.189283,0.331856
1032,68,38,68,16,SYNC,0.000000,0.000000,1.191417,0.333234
1033,68,39,68,16,SYNC,0.000000,0.000000,1.193420,0.333765
1034,68,40,68,16,SYNC,0.000000,0.000000,1.195300,0.333950
1035,68,40,68,16,SYNC,0.000000,0.000000,1.196934,0.333442
1036,68,41,68,16,SYNC,0.000000,0.000000,1.198411,0.332075
1037,68,41,68,16,SYNC,0.000000,0.000000,1.199810,0.330280
1038,68,42,68,16,SYNC,0.000000,0.000000,1.201017,0.327151
1039,68,43,68,16,SYNC,0.000000,0.000000,1.202050,0.323677
1040,68,43,68,16,SYNC,0.000000,0.000000,1.202735,0.319513
1041,68,44,68,16,SYNC,0.000000,0.000000,1.202816,0.314978
1042,68,44,68,16,SYNC,0.000000,0.000000,1.202595,0.312575
1043,68,45,68,16,SYNC,0.000000,0.000000,1.201490,0.312172
1044,68,46,68,16,SYNC,0.000000,0.000000,1.200219,0.311290
1045,68,46,68,16,SYNC,0.000000,0.000000,1.198614,0.309447
1046,68,47,68,16,SYNC,0.000000,0.000000,1.196876,0.306747
1047,68,47,68,16,SYNC,0.000000,0.000000,1.195072,0.303618
1048,68,48,68,16,SYNC,0.000000,0.000000,1.193113,0.299457
1049,68,49,68,16,SYNC,0.000000,0.000000,1.191139,0.297031
1050,68,49,68,16,SYNC,0.000000,0.000000,1.189136,0.294471
1051,68,50,68,16,SYNC,0.000000,0.000000,1.187420,0.291289
1052,68,50,68,16,SYNC,0.000000,0.000000,1.185846,0.287796
1053,68,51,68,16,SYNC,0.000000,0.000000,1.185295,0.283945
1054,68,52,68,16,SYNC,0.000000,0.000000,1.185140,0.280180
1055,68,52,68,16,SYNC,0.000000,0.000000,1.185775,0.276589
1056,68,53,68,16,SYNC,0.000000,0.000000,1.186873,0.273453
1057,68,53,68,16,SYNC,0.000000,0.000000,1.188203,0.270544
1058,68,54,68,16,SYNC,0.000000,0.000000,1.189410,0.268409
1059,68,55,68,16,SYNC,0.000000,0.000000,1.190378,0.266471
1060,68,55,68,16,SYNC,0.000000,0.000000,1.190870,0.264929
1061,68,56,68,16,SYNC,0.000000,0.000000,1.190848,0.263604
1062,68,56,68,16,SYNC,0.000000,0.000000,1.190571,0.262388
1063,68,57,68,16,SYNC,0.000000,0.000000,1.189911,0.261301
1064,68,58,68,16,SYNC,0.000000,0.000000,1.189280,0.260645
1065,68,58,68,16,SYNC,0.000000,0.000000,1.188705,0.259943
1066,68,59,68,16,SYNC,0.000000,0.000000,1.188299,0.259827
1067,68,59,68,16,SYNC,0.000000,0.000000,1.187977,0.260196
1068,68,60,68,16,SYNC,0.000000,0.000000,1.187658,0.260410
1069,68,61,68,16,SYNC,0.000000,0.000000,1.187215,0.260514
1070,68,61,68,16,SYNC,0.000000,0.000000,1.186527,0.260396
1071,68,62,68,16,SYNC,0.000000,0.000000,1.185555,0.260019
1072,68,62,68,16,SYNC,0.000000,0.000000,1.184441,0.259512
1073,68,63,68,16,SYNC,0.000000,0.000000,1.183231,0.258680
1074,68,64,68,16,SYNC,0.000000,0.000000,1.182109,0.258367
1075,68,64,68,16,SYNC,0.000000,0.000000,1.181163,0.258145
1076,68,65,68,16,SYNC,0.000000,0.000000,1.180422,0.257662
1077,68,65,68,16,SYNC,0.000000,0.000000,1.179782,0.257049
1078,68,66,68,16,SYNC,0.000000,0.000000,1.179207,0.256225
1079,68,67,68,16,SYNC,0.000000,0.000000,1.178580,0.255402
1080,68,67,68,16,SYNC,0.000000,0.000000,1.177851,0.254579
1081,68,68,68,16,SYNC,0.000000,0.000000,1.177026,0.253879
1082,68,68,68,16,SYNC,0.000000,0.000000,1.176154,0.253471
1083,68,69,68,16,SYNC,0.000000,0.000000,1.175341,0.253398
1084,68,70,68,16,SYNC,0.000000,0.000000,1.174640,0.253494
1085,68,70,68,16,SYNC,0.000000,0.000000,1.174165,0.253930
1086,68,71,68,16,SYNC,0.000000,0.000000,1.174099,0.255255
1087,68,71,68,16,SYNC,0.000000,0.000000,1.174239,0.257647
1088,68,72,68,16,SYNC,0.000000,0.000000,1.175187,0.260910
1089,68,73,68,16,SYNC,0.000000,0.000000,1.176400,0.264354
1090,68,73,68,16,SYNC,0.000000,0.000000,1.178144,0.268158
1091,68,74,68,16,SYNC,0.000000,0.000000,1.180262,0.272209
1092,68,74,68,16,SYNC,0.000000,0.000000,1.182568,0.276343
1093,68,75,68,16,SYNC,0.000000,0.000000,1.185051,0.280528
1094,68,76,68,16,SYNC,0.000000,0.000000,1.187429,0.286550
1095,68,76,68,16,SYNC,0.000000,0.000000,1.189595,0.293706
1096,68,77,68,16,SYNC,0.000000,0.000000,1.191184,0.300128
1097,68,77,68,16,SYNC,0.000000,0.000000,1.192485,0.306183
1098,68,78,68,16,SYNC,0.000000,0.000000,1.192546,0.310379
1099,68,79,68,16,SYNC,0.000000,0.000000,1.192210,0.314997
1100,68,79,68,16,SYNC,0.000000,0.000000,1.191079,0.317996
1101,68,80,68,16,SYNC,0.000000,0.000000,1.189435,0.320618
1102,68,80,68,16,SYNC,0.000000,0.000000,1.187533,0.322573
1103,68,81,68,16,SYNC,0.000000,0.000000,1.185339,0.321745
1104,68,82,68,16,SYNC,0.000000,0.000000,1.183165,0.323881
1105,68,82,68,16,SYNC,0.000000,0.000000,1.181030,0.325447
1106,68,83,68,16,SYNC,0.000000,0.000000,1.179138,0.326099
1107,68,83,68,16,SYNC,0.000000,0.000000,1.177367,0.326294
1108,68,84,68,16,SYNC,0.000000,0.000000,1.176261,0.325301
1109,68,85,68,16,SYNC,0.000000,0.000000,1.175419,0.324050
1110,68,85,68,16,SYNC,0.000000,0.000000,1.175103,0.322281
1111,68,86,68,16,SYNC,0.000000,0.000000,1.175202,0.320350
1112,68,86,68,16,SYNC,0.000000,0.000000,1.175508,0.318338
1113,68,87,68,16,SYNC,0.000000,0.000000,1.176159,0.316521
1114,68,88,68,16,SYNC,0.000000,0.000000,1.176880,0.315330
1115,68,88,68,16,SYNC,0.000000,0.000000,1.177743,0.314796
1116,68,89,68,16,SYNC,0.000000,0.000000,1.178764,0.314060
1117,68,89,68,16,SYNC,0.000000,0.000000,1.179865,0.313223
1118,68,90,68,16,SYNC,0.000000,0.000000,1.181224,0.311557
1119,68,91,68,16,SYNC,0.000000,0.000000,1.182624,0.309472
1120,68,91,68,16,SYNC,0.000000,0.000000,1.184106,0.306548
1121,68,92,68,16,SYNC,0.000000,0.000000,1.185473,0.302723
1122,68,92,68,16,SYNC,0.000000,0.000000,1.186784,0.298448
1123,68,93,68,16,SYNC,0.000000,0.000000,1.187661,0.293116
1124,68,94,68,16,SYNC,0.000000,0.000000,1.188378,0.287742
1125,68,94,68,16,SYNC,0.000000,0.000000,1.188779,0.282663
1126,68,95,68,16,SYNC,0.000000,0.000000,1.188897,0.277216
1127,68,95,68,16,SYNC,0.000000,0.000000,1.188874,0.272251
1128,68,96,68,16,SYNC,0.000000,0.000000,1.188319,0.268316
1129,68,97,68,16,SYNC,0.000000,0.000000,1.187520,0.264580
1130,68,97,68,16,SYNC,0.000000,0.000000,1.186236,0.262048
1131,68,98,68,16,SYNC,0.000000,0.000000,1.184505,0.260015
1132,68,98,68,16,SYNC,0.000000,0.000000,1.182550,0.258232
1133,68,99,68,16,SYNC,0.000000,0.000000,1.180312,0.257034
1134,68,100,68,16,SYNC,0.000000,0.000000,1.178135,0.256140
1135,68,100,68,16,SYNC,0.000000,0.000000,1.176076,0.255457
1136,68,101,68,16,SYNC,0.000000,0.000000,1.174327,0.254909
1137,68,101,68,16,SYNC,0.000000,0.000000,1.172731,0.254404
1138,68,102,68,16,SYNC,0.000000,0.000000,1.171672,0.253895
1139,68,103,68,16,SYNC,0.000000,0.000000,1.170790,0.253346
1140,68,103,68,16,SYNC,0.000000,0.000000,1.170259,0.252716
1141,68,104,68,16,SYNC,0.000000,0.000000,1.170111,0.251959
1142,68,104,68,16,SYNC,0.000000,0.000000,1.170153,0.251138
1143,68,105,68,16,SYNC,0.000000,0.000000,1.170854,0.250053
1144,68,106,68,16,SYNC,0.000000,0.000000,1.171762,0.248835
1145,68,106,68,16,SYNC,0.000000,0.000000,1.173083,0.247353
1146,68,107,68,16,SYNC,0.000000,0.000000,1.174660,0.245509
1147,68,107,68,16,SYNC,0.000000,0.000000,1.176364,0.243767
1148,68,108,68,16,SYNC,0.000000,0.000000,1.178187,0.241503
1149,68,109,68,16,SYNC,0.000000,0.000000,1.180025,0.239083
1150,68,109,68,16,SYNC,0.000000,0.000000,1.181889,0.236972
1151,68,110,68,16,SYNC,0.000000,0.000000,1.183809,0.235518
1152,68,110,68,16,SYNC,0.000000,0.000000,1.185757,0.233943
1153,68,111,68,16,SYNC,0.000000,0.000000,1.187647,0.231866
1154,68,112,68,16,SYNC,0.000000,0.000000,1.189337,0.229589
1155,68,112,68,16,SYNC,0.000000,0.000000,1.190623,0.226911
1156,68,113,68,16,SYNC,0.000000,0.000000,1.190924,0.223886
1157,68,113,68,16,SYNC,0.000000,0.000000,1.190730,0.220814
1158,68,114,68,16,SYNC,0.000000,0.000000,1.188039,0.217048
1159,68,115,68,16,SYNC,0.000000,0.000000,1.184159,0.213022
1160,68,115,68,16,SYNC,0.000000,0.000000,1.177899,0.208476
1161,68,116,68,16,SYNC,0.000000,0.000000,1.168657,0.203412
1162,68,116,68,16,SYNC,0.000000,0.000000,1.157923,0.198167
1163,68,117,68,16,SYNC,0.000000,0.000000,1.142660,0.192081
1164,68,118,68,16,SYNC,0.000000,0.000000,1.126407,0.185943
1499,102,28,102,28,SYNC,0.000000,0.000000,0.686218,0.181216
1500,102,29,102,29,SYNC,0.000000,0.000000,0.691092,0.169726
1501,102,29,102,29,SYNC,0.000000,0.000000,0.654038,0.163482
1502,102,30,102,30,SYNC,0.000000,0.000000,0.729756,0.161368
1503,102,30,102,30,SYNC,0.000000,0.000000,0.783805,0.161605
1504,102,31,102,31,SYNC,0.000000,0.000000,0.842602,0.169878
1505,102,32,102,32,SYNC,0.000000,0.000000,0.851502,0.165043
1506,102,32,102,32,SYNC,0.000000,0.000000,0.881233,0.167656
1507,102,33,102,33,SYNC,0.000000,0.000000,0.818543,0.155256
1508,102,33,102,33,SYNC,0.000000,0.000000,0.836751,0.159332
1509,102,34,102,34,SYNC,0.000000,0.000000,0.794787,0.166298
1510,102,35,102,35,SYNC,0.000000,0.000000,0.783815,0.178185
1511,102,35,102,35,SYNC,0.000000,0.000000,0.818829,0.184108
1512,102,36,102,36,SYNC,0.000000,0.000000,0.882827,0.202324
1513,102,36,102,36,SYNC,0.000000,0.000000,0.909232,0.208406
1514,102,37,102,37,SYNC,0.000000,0.000000,0.964381,0.225000
1515,102,38,102,38,SYNC,0.000000,0.000000,1.008042,0.232511
1516,102,38,102,38,SYNC,0.000000,0.000000,1.022880,0.237398
1517,102,39,102,39,SYNC,0.000000,0.000000,1.047343,0.243824
1518,102,39,102,39,SYNC,0.000000,0.000000,1.053198,0.250175
1519,102,40,102,40,SYNC,0.000000,0.000000,1.061490,0.266802
1520,102,41,102,41,SYNC,0.000000,0.000000,1.018975,0.286337
1521,102,41,102,41,SYNC,0.000000,0.000000,0.995730,0.295199
1522,102,42,102,42,SYNC,0.000000,0.000000,1.030099,0.311108
1523,102,42,102,42,SYNC,0.000000,0.000000,1.097826,0.317178
1524,102,43,102,43,SYNC,0.000000,0.000000,1.157500,0.321073
1525,102,44,102,44,SYNC,0.000000,0.000000,1.186277,0.323241
1526,102,44,102,44,SYNC,0.000000,0.000000,1.235957,0.325233
1527,102,45,102,45,SYNC,0.000000,0.000000,1.235423,0.331739
1528,102,45,102,45,SYNC,0.000000,0.000000,1.273692,0.329152
1529,102,46,102,46,SYNC,0.000000,0.000000,1.315929,0.323594
1530,102,47,102,47,SYNC,0.000000,0.000000,1.335272,0.314764
1531,102,47,102,47,SYNC,0.000000,0.000000,1.350886,0.303616
1532,102,48,102,48,SYNC,0.000000,0.000000,1.353688,0.298789
1533,102,48,102,48,SYNC,0.000000,0.000000,1.358168,0.292298
1534,102,49,102,49,SYNC,0.000000,0.000000,1.346370,0.291285
1535,102,50,102,50,SYNC,0.000000,0.000000,1.324583,0.294944
1536,102,50,102,50,SYNC,0.000000,0.000000,1.309098,0.298477
1537,102,51,102,51,SYNC,0.000000,0.000000,1.291906,0.304526
1538,102,51,102,51,SYNC,0.000000,0.000000,1.270526,0.305827
1539,102,52,102,52,SYNC,0.000000,0.000000,1.320964,0.308597
1540,102,53,102,53,SYNC,0.000000,0.000000,1.269549,0.306746
1541,102,53,102,53,SYNC,0.000000,0.000000,1.249426,0.306884
1542,102,54,102,54,SYNC,0.000000,0.000000,1.213989,0.308872
1543,102,54,102,54,SYNC,0.000000,0.000000,1.248189,0.310937
1544,102,55,102,55,SYNC,0.000000,0.000000,1.278884,0.314353
1545,102,56,102,56,SYNC,0.000000,0.000000,1.306423,0.315075
1546,102,56,102,56,SYNC,0.000000,0.000000,1.344062,0.318830
1547,102,57,102,57,SYNC,0.000000,0.000000,1.374515,0.324747
1548,102,57,102,57,SYNC,0.000000,0.000000,1.404309,0.330230
1549,102,58,102,58,SYNC,0.000000,0.000000,1.435694,0.340069
1550,102,59,102,58,SYNC,0.000000,0.000000,1.457776,0.345726
1551,102,59,102,58,SYNC,0.000000,0.000000,1.472909,0.351432
1552,102,60,102,58,SYNC,0.000000,0.000000,1.482533,0.356392
1553,102,60,102,58,SYNC,0.000000,0.000000,1.485337,0.360441
1554,102,61,102,58,SYNC,0.000000,0.000000,1.472693,0.362454
1555,102,62,102,58,SYNC,0.000000,0.000000,1.452526,0.363493
1556,102,62,102,58,SYNC,0.000000,0.000000,1.407602,0.361643
1557,102,63,102,58,SYNC,0.000000,0.000000,1.387544,0.358209
1558,102,63,102,58,SYNC,0.000000,0.000000,1.388871,0.351680
1559,102,64,102,58,SYNC,0.000000,0.000000,1.381197,0.340200
1560,102,65,102,58,SYNC,0.000000,0.000000,1.369285,0.326863
1561,102,65,102,58,SYNC,0.000000,0.000000,1.344081,0.310055
1562,102,66,102,58,SYNC,0.000000,0.000000,1.310577,0.294805
1563,102,66,102,58,SYNC,0.000000,0.000000,1.266796,0.276276
1564,102,67,102,58,SYNC,0.000000,0.000000,1.205949,0.256222
1565,102,68,102,58,SYNC,0.000000,0.000000,1.137412,0.243189
1566,102,68,102,58,SYNC,0.000000,0.000000,1.046359,0.232501
1567,102,69,102,58,SYNC,0.000000,0.000000,0.942781,0.228320
1568,102,69,102,58,SYNC,0.000000,0.000000,0.823690,0.221748
1569,102,70,102,58,SYNC,0.000000,0.000000,0.875174,0.216720
1570,102,71,102,58,SYNC,0.000000,0.000000,1.026631,0.212210
1571,102,71,102,58,SYNC,0.000000,0.000000,1.169934,0.206924
1572,102,72,102,58,SYNC,0.000000,0.000000,1.310254,0.210680
1573,102,72,102,58,SYNC,0.000000,0.000000,1.446881,0.220127
1574,102,73,102,58,SYNC,0.000000,0.000000,1.580186,0.236239
1575,102,74,102,58,SYNC,0.000000,0.000000,1.712273,0.259128
1576,102,74,102,58,SYNC,0.000000,0.000000,1.842166,0.280286
1577,102,75,102,58,SYNC,0.000000,0.000000,1.970967,0.298986
1578,102,75,102,58,SYNC,0.000000,0.000000,2.098417,0.314778
1579,102,76,102,58,SYNC,0.000000,0.000000,2.221609,0.327913
1580,102,77,102,58,SYNC,0.000000,0.000000,2.342344,0.341332
1581,102,77,102,58,SYNC,0.000000,0.000000,2.453264,0.352179
1582,102,78,102,58,SYNC,0.000000,0.000000,2.556514,0.362060
1583,102,78,102,58,SYNC,0.000000,0.000000,2.650265,0.370745
1584,102,79,102,58,SYNC,0.000000,0.000000,2.726225,0.378111
1585,102,80,102,58,SYNC,0.000000,0.000000,2.793865,0.384896
1586,102,80,102,58,SYNC,0.000000,0.000000,2.835675,0.390735
1587,102,81,102,58,SYNC,0.000000,0.000000,2.861652,0.395652
1588,102,81,102,58,SYNC,0.000000,0.000000,2.868018,0.400069
1589,102,82,102,58,SYNC,0.000000,0.000000,2.846521,0.402750
1590,102,83,102,58,SYNC,0.000000,0.000000,2.814537,0.404721
1591,76,0,76,0,SYNC,0.000000,0.000000,1.309199,0.309417
1592,76,0,76,0,SYNC,0.000000,0.000000,1.311965,0.308176
1593,76,1,76,1,SYNC,0.000000,0.000000,1.314730,0.307010
1594,76,1,76,1,SYNC,0.000000,0.000000,1.317495,0.305992
1595,76,2,76,2,SYNC,0.000000,0.000000,1.271670,0.299329
1596,76,2,76,2,SYNC,0.000000,0.000000,1.274481,0.299496
1597,76,3,76,3,SYNC,0.000000,0.000000,1.318792,0.295656
1598,76,4,76,4,SYNC,0.000000,0.000000,1.403892,0.289796
1599,76,4,76,4,SYNC,0.000000,0.000000,1.407913,0.290918
1600,76,5,76,5,SYNC,0.000000,0.000000,1.472016,0.289287
1601,76,5,76,5,SYNC,0.000000,0.000000,1.477225,0.289059
1602,76,6,76,6,SYNC,0.000000,0.000000,1.494288,0.288626
1603,76,7,76,7,SYNC,0.000000,0.000000,1.497468,0.287951
1604,76,7,76,7,SYNC,0.000000,0.000000,1.503998,0.286436
1605,76,8,76,8,SYNC,0.000000,0.000000,1.508436,0.284431
1606,76,8,76,8,SYNC,0.000000,0.000000,1.514664,0.282248
1607,76,9,76,9,SYNC,0.000000,0.000000,1.528280,0.280157
1608,76,10,76,10,SYNC,0.000000,0.000000,1.545283,0.277730
1609,76,10,76,10,SYNC,0.000000,0.000000,1.549312,0.275770
1610,76,11,76,11,SYNC,0.000000,0.000000,1.561733,0.273698
1611,76,12,76,12,SYNC,0.000000,0.000000,1.571520,0.271839
1612,76,12,76,12,SYNC,0.000000,0.000000,1.572549,0.271067
1613,76,13,76,13,SYNC,0.000000,0.000000,1.577413,0.271913
1614,76,13,76,13,SYNC,0.000000,0.000000,1.577354,0.270891
1615,76,14,76,14,SYNC,0.000000,0.000000,1.576962,0.272061
1616,76,15,76,15,SYNC,0.000000,0.000000,1.572765,0.273073
1617,76,15,76,15,SYNC,0.000000,0.000000,1.570881,0.272562
1618,76,16,76,16,SYNC,0.000000,0.000000,1.565394,0.275525
